title,company,empn_rate,posted_time,location,salary,preview,link,job_key,empn_id,job_type
Business Services Analyst,Virginia Tech,4.4,5 days ago,"Blacksburg, VA",NA,Bachelors degree- Experience in business administration or similar field.The Business Services Analyst reports directly to the Assistant Director of the…,http://www.indeed.com/rc/clk?jk=a8025f9d4d2eca37&fccid=838875e9df57e8c2&vjs=3,a8025f9d4d2eca37,NA,fulltime
Business Systems Analyst - II/III,Dominion Energy,3.9,5 days ago,"Cayce, SC 29033",NA,"Business Systems Analyst II: Bachelor’s Degree in Business, Information Systems or a related degree from an accredited college or university preferred with 2 or…",http://www.indeed.com/rc/clk?jk=4437323892fb7d3b&fccid=6a3ba7521cbe6c9d&vjs=3,4437323892fb7d3b,NA,fulltime
SAP FICO Mid-Level Business Analyst,IBM,3.9,5 days ago,"Southbury, CT 06488",NA,"Join our team in accounting, financial planning, pricing, business controls, tax, treasury, business development (acquisitions & divestitures), and global…",http://www.indeed.com/rc/clk?jk=43e5256f977386c2&fccid=de71a49b535e21cb&vjs=3,43e5256f977386c2,NA,fulltime
Senior Analyst-Business Management and Strategy,Fidelity Investments,4.1,5 days ago,"Merrimack, NH 03054",NA,"The Asset Management (AM) BusinessManagement and Strategy team provides business and strategy support to allareas of the AM Compliance, Risk and Business…",http://www.indeed.com/rc/clk?jk=581b195da03e7eca&fccid=deb234f9dd3edcea&vjs=3,581b195da03e7eca,NA,fulltime
Business Solutions Analyst,Prepared Insurance Company,NA,5 days ago,"Tampa, FL 33607",NA,The Business Solutions Analyst will work alongside other members of the development team to implement solutions that advance the Enterprise.,http://www.indeed.com/rc/clk?jk=0e89d1b20e45f090&fccid=8a733b24ebe61d78&vjs=3,0e89d1b20e45f090,NA,fulltime
Business Analyst/Apprentice Business Analyst,Public Consulting Group,3.9,5 days ago,"Austin, TX 78701 (Downtown area)",NA,Business Analyst: At least a Bachelor’s Degree is required.Business Analysts/Associate Business Analysts are expected to play a staff role in a wide range of…,http://www.indeed.com/rc/clk?jk=315abe61daa71bca&fccid=68fb8652f6e72b30&vjs=3,315abe61daa71bca,NA,fulltime
Business Analyst 2-Ops,Oracle,3.8,5 days ago,"Belmont, CA 94065",NA,The Business Analyst role will be responsible for the design and development of global sales reports and dashboards to support specific areas of the business.,http://www.indeed.com/rc/clk?jk=221600b4d4e4d6bb&fccid=cd22d01053af7669&vjs=3,221600b4d4e4d6bb,NA,fulltime
Senior Business Systems Analyst,ADP,3.8,5 days ago,"Roseland, NJ 07068",NA,"Job Title: Senior Business Systems Analyst.ADP Technology Services, Inc. seeks a Senior Business Systems Analyst at our Roseland, NJ location.",http://www.indeed.com/rc/clk?jk=3f43a23f549ba950&fccid=e996c2d6855fe778&vjs=3,3f43a23f549ba950,NA,fulltime
ServiceNow Business Analyst,Cognizant Technology Solutions,3.9,5 days ago,"Phoenix, AZ 85001 (Central City area)",NA,We are looking for ServiceNow Business Analyst for an immediate need.Developed scalable solutions and reviewed business processes.Job Posting : Dec 05 2019.,http://www.indeed.com/rc/clk?jk=580fdce7db7a4822&fccid=2df6a1e69a70a1e7&vjs=3,580fdce7db7a4822,NA,fulltime
Financial Business Analyst,Wiley,3.9,5 days ago,"Chicago, IL",NA,The Business Analyst is responsible for modeling and supporting the business development team and strategic projects critical to obtaining our long term vision.,http://www.indeed.com/rc/clk?jk=20d1bc19d94691ad&fccid=bee6abba453010ff&vjs=3,20d1bc19d94691ad,NA,fulltime
Senior Business Systems Analyst/Project Manager,Business Solutions,NA,5 days ago,"Austin, TX",NA,"Assisting business in understanding the impact of their requests on the project, associated applications, and other business units.",http://www.indeed.com/company/Business-Solutions/jobs/Senior-Business-System-Analyst-Project-Manager-0a8d209d53b34ae5?fccid=d9c276e4a1474d24&vjs=3,0a8d209d53b34ae5,NA,fulltime
Business Analyst,tickets.com,3.7,5 days ago,"Costa Mesa, CA",NA,The Business Analyst will have the following responsibilities for assigned projects:Minimum of 5 years’ experience as a business analyst or in related fields.,http://www.indeed.com/rc/clk?jk=a2a1c43b69b7237e&fccid=37d6c64c5394a728&vjs=3,a2a1c43b69b7237e,NA,fulltime
Business Intelligence Associate Analyst,"Canon U.S.A., Inc.",3.7,5 days ago,"Melville, NY",NA,"Canon U.S.A., Inc. is seeking an Data Analytics and Programming Associate Analyst (Associate Analyst, Business Intelligence) savvy professional to join our…",http://www.indeed.com/rc/clk?jk=832cac2dcd2cf014&fccid=ace55edc38c1054b&vjs=3,832cac2dcd2cf014,NA,fulltime
Business Solutions Analyst,McKesson,3.6,5 days ago,"Scottsdale, AZ 85262",NA,"Business Solutions Analyst (business analysis, designing, requirements gathering, SDLC).The Business Analyst is a techno-functional resource that serves as a…",http://www.indeed.com/rc/clk?jk=d3b7308d7e811879&fccid=a7c5036618407010&vjs=3,d3b7308d7e811879,NA,fulltime
IS Business Analyst - Data Analyst,City & County of San Francisco,4.1,5 days ago,"San Francisco, CA 94103 (South Of Market area)",$42.89 - $53.94 an hour,"The San Francisco Public Utilities Commission (SFPUC) is seeking an experienced, outgoing and motivated business analyst to provide functional and technical…",http://www.indeed.com/rc/clk?jk=d81863f7030405aa&fccid=a411072d5a46f13f&vjs=3,d81863f7030405aa,NA,fulltime
Business Operations Specialist Junior (Data Analyst),"Sawdey Solution Services, Inc.",4.1,5 days ago,"Scott AFB, IL 62225",NA,"The Business Operations Specialist Junior (Data Analyst) will identify and work to resolve observed cargo/passenger manifest discrepancies, including on-load…",http://www.indeed.com/rc/clk?jk=4d94c4ff5e7dbed6&fccid=867432ca27e1513e&vjs=3,4d94c4ff5e7dbed6,NA,fulltime
Enterprise Tax Business Analyst,IBM,3.9,5 days ago,"Southbury, CT 06488",NA,The Business Analyst will also develop strong working relationships with business and technical members of the team.The team is located in Southbury CT.,http://www.indeed.com/rc/clk?jk=b75ad3cca8a9cfc8&fccid=de71a49b535e21cb&vjs=3,b75ad3cca8a9cfc8,NA,fulltime
"Client Quality Business Analyst, Officer",State Street,3.5,5 days ago,"Quincy, MA 02169",NA,"The Client Quality Business Analyst, Officer will focus on driving results through effective governance across Global Delivery, using data and trend analysis as…",http://www.indeed.com/rc/clk?jk=1f87ba7370124fb9&fccid=92f1ccd9154b0139&vjs=3,1f87ba7370124fb9,NA,fulltime
Sr Business Analyst,Corel,3.7,5 days ago,"Austin, TX",NA,"The Senior Business Analyst provides timely support in the maintenance, preparation, analysis, and reporting of the WW Sales organization.",http://www.indeed.com/rc/clk?jk=a957d62dd2127088&fccid=38a2f5f8bcd3c067&vjs=3,a957d62dd2127088,NA,fulltime
Business Analyst,Mphasis,3.8,13 days ago,"New York, NY",NA,Partnering with client and partners to define business needs and elicit business requirements.Strong knowledge (Technical and Business) of Workers Comp…,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D35pONiEzCV0HOA1LSj07MBrUNmnAaSWLsWvroqamMmuv5sIOLoiF5i47oZbZSPWvy9gccbNaJaqruogwpEYm5ogPSpTDr35fuwhh0i3zznPoYykYOOzsf0zYlipsQ2vIcLWYSxTtn8kb7mkZtq2x5yE1ykj1v6uH3Uz2g2SP4cynW3Gg6Q0t1ML5kvX5DFTTowaVibAVqCMb3rjGuK9Z4F7rty3PEhzMSejG42A6Ip3-BwiUwCb4C3OcYDxxvhxt09otUJfCnOh5hRihewGwolw7HglIVSgvTPi--M2o-JWVGj4eUqEpQ1ClYHSyirgHoSoMnSYrbHsA-z0ZsHRPaIMAiH6xel3xEkvLPdfilvWma7NjqtXy7ht6ycfnmHleghPzdh1Hd5kmHBPbhhOd76OcJ1fM3uJ1W7staddK5uJSn7jCrRf-KLHe2ZtH40MV19eUpfy3RkidW4cBMmuE2CaKzZNxx7AB-S46ikmNlphcSny6Ykz7fr6UyoLwoPvWoRZwNDCqF9lqYdWyBDZ3Q7_rSOEHxm2OdKDHsWglWssCMQv0Cvzig&p=50&fvj=0&vjs=3,869f78e7978bc497,2026521959955385,fulltime
Business Analyst/Developer,Freedman Healthcare,NA,30+ days ago,"Newton, MA 02458",NA,"Understand customer requirements and business objectives.Proficiency with business intelligence/data visualization tools such as Tableau, Cognos, Power BI, etc…",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BfIQYuIlFPJvCnPBPfsjtoOKkm6zQOy3MTdZ7WA9rSinzkt5GqabLNyiWebK51lcVWZs7GjP7jHucoHfZcHYlNiGVRjugySxG7xnG1BCjuzAkPf6LI94G4m7A77VB4cgZ615AGvBeXGYAwrawxuIHNMGnfoBg2aZ3qcxvy3WByWPdC0XMswhsrMffzmfC39EloCpMMzPOLzsT6M0p7BUcxRxBJDhSHqU-PCCEJih4Z2DuyXVby5HcvEdKCpXG88kLnn0pwtTV0NY2-lsyWm0_Y-5aGzHlZ6OpIkbZfZU6I_Fjm4SzjWE_cedxAQV_masG-q2ZOkYnnTSDJMoaAeJy4PzPEzv95-udk19kVwJlU17RxiXRawxHe_tjFv8OonTikH3Bw5gD2UQgjsCRSzxN7VA_pHnDnOh-XfbwB5ZN0qpbARqfkguZqcx8iMT9eIZ5tzE5B5xSKSw==&p=51&fvj=0&vjs=3,2cdbb7148b1c4330,2668704198920249,fulltime
Sr. Business System Analyst,Adbakx LLC,NA,29 days ago,"Jersey, GA","$60,000 - $61,000 a year",Profession as a Business Analyst with Adbakx LLC.Is Business Analyst a good career option for me?How's it working with Adbakx LLC working as Business Analyst.,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BijQUOPswbVfcN1d2nyVJp4Kfor-O7OfstdQdISzx2n0Z9zkxDEdkz9iorSdb2h9kOJir2rOZkaUocPt50t4ePDxr2h9Gg-lAS_jVNdjdVDZcana85Umxemi_uATevauBF8L11aUlt62aGXHsjn5bdWXRY7MsYh-YRXTMNDTs8jgp4p_JHP4viIN57NFKMLDXA_eVo4os_kzrwocm2U_p_Kong8SPkTw4IkfYqZd_i3YHSAGLGNRFUBckzFqPr1mlw7qpHFCJxLj2tblKN4TbDoXfhUILnw4QJHIFqUtgr-v1YIWf8Pi8mpFxFb-C0u4L55ay9c63nj1r41et_vU1DSMATqH2WaR-GwqZASQnjpltPnYoMDZW4AxGXyb6KrCUs2ewnlo68Bg3tsqDENfuLVj5AaTL8OnUxlswkYC2l7BRa-XTA_SqYpsbfNVbw3X5yV_pLIQ26JSy3A2Rhxw37LzYvqdtM8QS_ExPQqL-7IRV1OsunOrxn&p=52&fvj=1&vjs=3,57bf89ce86d4c40d,7958724305394560,fulltime
Business Analyst/Software Eng,Agama Solutions,3.8,Today,"Charlotte, NC",$28 - $35 an hour,"Business Analysis: 1 year (Preferred).Test and verify that solutions will meet the business requirements.Work with clients and end users to gather, understand…",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DXgojf1lNM58UcKq0tPwfQLw1dk14B_51_qqxBe8EznSoLH076BH0PX5yGVAaaAZA4usS_lYpXodDQUFo5c6qE5vgHqilKk4Sb3CTbj5zgM0myNRHn-uSSCax8Ocy_eCMmWTu25jlvD1ZYg5l7QLOEFeM0Jl8dST1IF6PBApFtbHTvBGTKvaDNepeNtklYn7FUv_7W998QDWqMR0HjvomqnnxJ4bW8QuypDeoRbwudbiSNXxu7oa8p2znW-TzT-aQh33yIygmXeGzIkvKYzwjQcg5DnIcwL5IzHueUq6k9pulE4KiiKtPcEj3PPEuKegvryejSq14WdiQwMPlZOfB1MrXT8lX_o9Qg5DnNasAbxLs78KJ8IWQcjntqLo4kq8N7r-8PtSe1m0XN8YLA50Q7REMlpP-_zWe4oAEXn9FUumaoprCFrfCx1L7RsZ5V1KLkGyw91PgI170qm-bhCg5auPdBh9zgjQ0NYNsddxKtqQ==&p=53&fvj=1&vjs=3,3f108b5eed177584,2868202745335789,fulltime
Business Analyst III,"Ellwood Group, Inc.",3.9,30+ days ago,"New Castle, PA 16101",NA,Experience as an application analyst or similar business analyst position in a manufacturing environment.Develop reporting requirements to resolve a variety of…,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cf1TMZmdlLhmbMTy9vP2-pdo1Hbj3xlJtUfSoHdAOltDuJ1RG1EBX050tBGLyiZAbVdOd29XFe8yxNASi2DH5cOYELbG5niltMcIyaJ9e1vucUkD7hqJhc_m44Lj4G_vdnymbAeF37TV88yCr8p4Yh3pqgfDltgD1NLyaigAyQ8Dzz-1uZn0m3rFQRXn2-BxqkeFVmsj2ZknsXkgFkDmZJOqaOk3lTeyDiUj0prkCjwRiJuk-w4C_zYsA8Hnuj8I-zz1gqjC0guKGhOHirVuJCSEiD0KYtEqNssnGz-h4naIwSa3N1b5qLbD0CvNwFIq81ZZB7nfEp7jtleFJvjvTAndWoPTZC5_GUEsA5g5E8A1ZBxabULhcSwRtIjIziS5NluB6R_YmCqSh-XxiDEE7_InZhPjKju0zvAwfOTni5eMtccFI1bXbRqSj2kZbgC0JPDcUoVpSA6Q3O7VtsHCcv8HmwgvIAyIxR-raezYeAPyuQ6RGFLrsf4mhPmskU3GPmFJ8AcuEEewKvPFdnMVSXVzxH9jruKO5tlS-YegMWYUFJAOvSqnXn_fTgc_OUnIrQPzt7oZnjRBrqxW95BGZMS1my_DNOKJZTW8HJJo8E3he_g2izBtwCv0JijhyfBiU_ISi_J8Zr8Ewit9TcP7rRKAd7h_f1TV8jRtCySD_2zRizPIYs6fKMW99uEY9EuU2GPI4Qj_z16oyddve12fDU6EKjlCZk_NevnnwCOKsgutpE9lV3043iJTCb4Xnb66N2Icvxx8YVeCfMwyB9VSfL9Ayn5BwDkZeDjr_pTfB53g==&p=54&fvj=0&vjs=3,7d53c53e107e7db9,2997143900223226,fulltime
Strategic Business Analyst,TRANZACT,3.1,30+ days ago,"Fort Lee, NJ 07024","$75,000 - $100,000 a year","The Strategic Business Analyst must have clear understanding of business, functional and technical needs for new implementations.Power BI: 1 year (Preferred).",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DmvEs89GDjygIsDT0FtjWiil-qnA5TS0Npqc8I6T5HHJq-H8v6LEvanJyZREkaRXP0uD06GpHIfq90pX_cXlfYsnCFUdvSRnW-GevQrSbVJvU7xryqvSuxvnP2sWPJAMA8INpaNMIAuo8X8635speqZSoehiZQmaaS7Yr5Zz3uTu4YHgMNNqOqcNlORTGpiwPqTJVHThrudrWlrQjLS6Mgc8aSDi1vfY5yk6mN0P2u6uy7VfuOrc-mncTxiHCOjfFWRDZtQMkXMHit0qh2DJRLS7R1h1vdYQ1hVCtEKRNuJhBOihqXzxsuZUlgXYIVxXSWhvYX6Id3ppPJruTSF4uBliqP5RlOdicMgsN_F6cRTFh2zZ9uLFH3prGnzrDpiJf1OsOxqO6c0-BWozfOdNPSzKY81v3MHnnq_1TkpsUsAl-t8Qeme1t_1tDnigX1VLfM4o5n8ltnh0DtO--R-x5o67nUMNFpzRvwLNnm0k0OKKzdCHh_GXw9&p=55&fvj=1&vjs=3,dbc83a9615c18c69,9613973026691547,fulltime
Business Analyst,PlayMonster LLC,3.7,8 days ago,"Beloit, WI",NA,Business analytics; market research and Point of Sale (POS): 3 years (Required).We are seeking a Business Insights Manager to join a fun group in a casual…,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BMOkvdxHw0j-Bo81l-OdQC3oC3flPvU0AlphxvSv_XFhZ8oPZzIOkNHBykKycLgChh2piHRNJbMO1ExE3NT1DUev3zUojwWrHSTVblnYvABVTnHWeDKkOxvvDJC0BQd-wH5HEY6vnGefmN1eAL50gY_45JnT6_e2LiMArdmo0g77e59F2YVHk6cw7xieDxxnkR2jYVahWwwva3iwiuPxcGkgqihYfbpZXpex0JWYbKfkoh-pi8c6_l0sOlu9ZD23HV8qwycPxLYS_rANbHgGrpdeNwJpiYKmgn0WmR5nGoxVpyn6shZVHnzZXS6-gull1J46XryVf-Lm7s_7HSip9dl9WMUA-5RPS4iUo84p2ia4N-uxH8C92px7-0bnhBKlye-6NpMM3L6d8AkJjkInF_gbFfgDo99EDFsVDxvnPCvRzW8fkwx0rq6L6DoeISsTWRodoG0iGsUzN6BbO-ff5H4nMWcacvYjRvX-qlXdoYMg==&p=56&fvj=1&vjs=3,e4d1995f1e3d6850,2173559485491372,fulltime
Business Analyst - NxStage,FRESENIUS,3.5,30+ days ago,"Lawrence, MA 01843",NA,"BS/BA in Accounting, Finance or Business related field.Lead efforts to automate reporting and planning models by collaborating with various business units and…",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Apw-UWfzWbqolHWDvjxCMGPhibgUhF_dFJ53ytWc1bz4W-OEm1P5BLWds6hgqYvY6lFipeAdP5YNgASZGblX6AHuX7gf9jorQlbvNoEMU1j7yaOkrprGhnmlOvMUyGLZIscZdicUcnDmlp8gR8YsxG1lZJLT7cJnBf4AHJjk0KAaxJlJ1o2i6o5-6iIcvzbB6tFMjJeEKAMwnopfHW58XD599m8nvILGKVoNNOAIe6U0yRRprKBS2mzG9ZFVre_rr1KTcY8AiIeJAApV5SqnIKKb4RabLRxgV5K19qkmbLLn0W5TUC5hD7ICg1Jar3rJEp5RwPtRRozrUbfxWSC6Be3X2-dS5c7G_n9Bn4G5VCherIogur0BqNeQty15rxaocffkGnaUp2zzsN1uynluIcY6kgxA3UTInHzey3zzyxxBaWev0GxZVRxKuHHBrggsY-eolEGk_xrriLEXy1yhCVBdqf3scJ1lbXPnxjOV9X6j3Qqh_yy8gaDdAQFyXdf4AIR85EFhBoSS1tAzcW2E1_H3NgtySxunBRINKwPjCyImH0saEONgEsaRST6t20xry2jaXQ96XMmUCRmgekupJJ6DQcKuv1vhZ2TmgUvFTr0QzH0kJgLPXGBIjvSD1lZDtNqojctS72v6GQ14V1G00XwdOxBjhnzqOs1yRF7YWg2X2CUpEvwbAJNrXnlztjtpUrYmCht2BiRbOFqPocMKP2BNHlMD98XA2tC_rJKMoG8IH9RWWyfGBkhGXTxUw9yIoWj8H-ztqZ_4-j6P5gAJ1GFR64PlC_56s6O8GvQU3Zsw==&p=57&fvj=0&vjs=3,48774dc0a929fe3f,6518824727764787,fulltime
Business Analyst – P&C,Mphasis,3.8,21 days ago,"New York, NY 10016 (Gramercy area)",NA,"Business Analyst P&C (8 positions) L6Conduct workshops along with Internal Tech teams and Commercial HZ Partners (UI/UX, Data Leads, Architecture and Business…",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D35pONiEzCV0HOA1LSj07MBrUNmnAaSWLsWvroqamMmuv5sIOLoiF5i47oZbZSPWvxP4v-xfYJoe_azEjuKqbH5RSzc23YL0Z7rLbVXqmgsm5c1xUxdlBHp_rf-h2T3TJoOuPGG1NyBxBLWDJFAoGlrFnvW7jh8nQoU9hZmDIzGF32UJhPwC8zbsnMlzmcffhKTUGO07JkpagObVbsfV26MVvM0guXfKUIcCTOVyOZV4k3cEVGgmDU9p0dg2iNoFyOo_GsYVddrMMPBxYZmf1BUJWeVRnMXJZgS1HP0R_UEuDxign8TN4dRq8QjKMcRng53P7qxK_SgOjEnVIC_Bskjw3ai8fgAtJnuGruJ-Jc49VcJwdJKHjRNTvuhGnY2mo7Gjgtz0AsSFZ9id9c49ZaRYIR6zErxecSxYvfkmiwfgCmPa9hCj3EeD1fLKYddrF97JKXaHCnSbjCBIIYNpwcDqCnrKPUmQGMnic95S9rfHLNyLK8m2OB0N-I3nCaIFfvkJ3RiURLGCoFl8ai8xOjZCwGsILfe2IP_Ns9z-8XYDp2LWfKKhtV&p=58&fvj=0&vjs=3,202f6b0c311243a5,2026521959955385,fulltime
Business Intelligence & Integration Business Analyst,Hi-Crush Inc.,NA,5 days ago,"Houston, TX 77055 (Spring Branch area)",NA,"Responsible for delivering business solutions and support, business process consulting, training, documentation, and applications consulting to ensure success…",http://www.indeed.com/rc/clk?jk=c3158be2817004d4&fccid=ed6ad0eb74767ac8&vjs=3,c3158be2817004d4,NA,fulltime
ERP Business Analyst - Finance,OSI Digital,NA,5 days ago,"Seattle, WA",NA,Job Title: Business Analyst - Financial Technology (ERP).Analyze business requirements of assigned customers and/or project(s).,http://www.indeed.com/rc/clk?jk=478c717cd83cb85d&fccid=898c2eca9a07d36e&vjs=3,478c717cd83cb85d,NA,fulltime
Business Risk Senior Analyst,CITI,3.9,5 days ago,"New York, NY",NA,The Business Risk Senior Analyst is a seasoned professional role within the Fiduciary Oversight Group.Good administrative and business writing skills.,http://www.indeed.com/rc/clk?jk=ae4dae289d190a98&fccid=5bcd1ef0a7f4fb99&vjs=3,ae4dae289d190a98,NA,fulltime
eCommerce Operations Business Analyst,Oracle Corporation - Professional,NA,5 days ago,"Rocklin, CA","$65,000 - $75,000 a year",The Business Analyst will support both internal process and application improvement projects.Role Description: * eCommerce Operations is seeking a Business…,http://www.indeed.com/company/Oracle-Corporation---Professional/jobs/Ecommerce-Operation-Business-Analyst-7f011a5821454abd?fccid=e24b8f21c5601a38&vjs=3,7f011a5821454abd,NA,fulltime
Intermediate Technical Business Analyst,CITI,3.9,5 days ago,"Tampa, FL",NA,Create BRD/FRD translating business logic into functional requirements.The C11 Business Analyst will play a key role in the design and build out of the new…,http://www.indeed.com/rc/clk?jk=94f8afd6391e7e1f&fccid=5bcd1ef0a7f4fb99&vjs=3,94f8afd6391e7e1f,NA,fulltime
Senior Business Analyst with Student Loans Experience,Perficient,3.3,5 days ago,"New York, NY 10007 (Financial District area)",NA,"The Senior Business Consultant will interface with Perficient technical and business delivery personnel, as well as vendors and customers on a regular basis.",http://www.indeed.com/rc/clk?jk=6160867832d6f793&fccid=7affa64765ffaf8f&vjs=3,6160867832d6f793,NA,fulltime
Business Analyst - Chief Data Office,CITI,3.9,5 days ago,"Tampa, FL",NA,"Ability to adapt quickly to changing business priorities.Defining and documenting detailed business requirements, procedures, and use cases.",http://www.indeed.com/rc/clk?jk=25a3441d8e2fed96&fccid=5bcd1ef0a7f4fb99&vjs=3,25a3441d8e2fed96,NA,fulltime
Technical Business Analyst,CITI,3.9,5 days ago,"Tampa, FL",NA,"Work with a global team of Business Analysts to configure software to comply with local/regional requirements, and liaise with Infrastructure teams for…",http://www.indeed.com/rc/clk?jk=54f4d665138f0df2&fccid=5bcd1ef0a7f4fb99&vjs=3,54f4d665138f0df2,NA,fulltime
"Business Analyst, Securities Lending, Prime Finance Technolo...",CITI,3.9,5 days ago,"New York, NY",NA,"The position is a business analyst within Prime Finance Technology.Change on clients and trading business.Citi provides consumers, corporations, governments…",http://www.indeed.com/rc/clk?jk=effd3fc34f937c36&fccid=5bcd1ef0a7f4fb99&vjs=3,effd3fc34f937c36,NA,fulltime
Business Intelligence Analyst,ViaSat,3.8,5 days ago,"Carlsbad, CA 92009",NA,"As a Business Intelligence Analyst, you are responsible for researching and analyzing the market, competitor, and customer landscape.",http://www.indeed.com/rc/clk?jk=a05c21f650eaea31&fccid=8b219f1987ef65ea&vjs=3,a05c21f650eaea31,NA,fulltime
Business Analyst - Entrata Affordable,Entrata,3.6,5 days ago,"Lehi, UT",NA,"Full time, regular business hours.Regular on-site attendance at work is required during normal business hours.Presenting and leading Sprint Reviews.",http://www.indeed.com/rc/clk?jk=f5577a8aba24d3ff&fccid=cafd7a52b7f2b408&vjs=3,f5577a8aba24d3ff,NA,fulltime
Business Analyst - Center of Excellence,"PEOPLEASE, LLC",NA,5 days ago,"Mount Pleasant, SC 29464",NA,Business Analyst role with the company is to support the organization as a member of the Center of Excellence.Knowledge of federal and state labor laws.,http://www.indeed.com/rc/clk?jk=4ce4c2e9a745155b&fccid=56f1935a06c3b47d&vjs=3,4ce4c2e9a745155b,NA,fulltime
Associate Business Performance Analyst or Business Performan...,Dominion Energy,3.9,5 days ago,"Richmond, VA 23219 (City Center area)",NA,"Identify better work and business processes.Develop cost/allocation, cost/benefit programs, systems, and models to support the development of business…",http://www.indeed.com/rc/clk?jk=a5a2f9f43c39d706&fccid=6a3ba7521cbe6c9d&vjs=3,a5a2f9f43c39d706,NA,fulltime
Business Systems Analyst (Xolv),"Easterseals NorCal, The BHPN, Xolv, Catalight",NA,5 days ago,"Dublin, CA 94568",NA,"The Business Systems Analyst serves a critical function on the Enterprise Business Systems team, which supports all of Xolv and its Family of Companies with…",http://www.indeed.com/rc/clk?jk=c115935457bd98a0&fccid=fcff9b419dd5634e&vjs=3,c115935457bd98a0,NA,fulltime
"Business Systems Analyst, Supply Chain and Manufacturing",Crestron Electronics,3.1,5 days ago,"Rockleigh, NJ 07647",NA,The Business Systems Analyst (BSA) Supply Chain and Manufacturing combines both business understanding as well system knowledge and focuses on meeting business…,http://www.indeed.com/rc/clk?jk=3e24af023309edf7&fccid=520758f2b98a9948&vjs=3,3e24af023309edf7,NA,fulltime
"Analyst, Business Process Optimization",The Home Depot,3.8,5 days ago,"Atlanta, GA",NA,The Business Process Optimization Analyst will serve as a liaison between internal stakeholders and the Business Automation team.,http://www.indeed.com/rc/clk?jk=fc0cc41d160cc409&fccid=82e58e9861d48566&vjs=3,fc0cc41d160cc409,NA,fulltime
Senior Business Insights Analyst,Lundbeck,3.6,5 days ago,"Deerfield, IL",NA,"The Senior Business Insights Analyst provides support across multiple functions within Business Insights, with primary focus on Business Development,…",http://www.indeed.com/rc/clk?jk=26181744fb21a4ed&fccid=884e0310e97a8b3a&vjs=3,26181744fb21a4ed,NA,fulltime
Marketing Business Analyst IV,Sprint,3.7,5 days ago,"Overland Park, KS 66210",NA,"Performs analysis of business processes and data that pertain to business issues.Utilizes data analysis to explain business issues and financial implications,…",http://www.indeed.com/rc/clk?jk=403d7db35c237a16&fccid=88d070a75f3896d5&vjs=3,403d7db35c237a16,NA,fulltime
IT Business Unit Sr Analyst,CITI,3.9,5 days ago,"Jacksonville, FL",NA,"Following the analysis, the Service health Analyst will be expected to create service improvement plans SIP to remediate identified risks and track progress to…",http://www.indeed.com/rc/clk?jk=c4db2f517919d2ef&fccid=5bcd1ef0a7f4fb99&vjs=3,c4db2f517919d2ef,NA,fulltime
Senior Business Systems Analyst,The University of Texas Health Science Center at H...,4.0,5 days ago,"Houston, TX",NA,Provides senior level business expertise in support of business process changes for information systems projects.Performs other duties as assigned.,http://www.indeed.com/rc/clk?jk=54adc6f9e47cfc9d&fccid=2259246cd8a35c6c&vjs=3,54adc6f9e47cfc9d,NA,fulltime
Loan Originations Business Analyst,National Cooperative Bank,4.0,5 days ago,"Hillsboro, OH",NA,Staying abreast of application technologies supporting Loan Operations business processes.Assist Loan Operations department managers with designing and…,http://www.indeed.com/rc/clk?jk=38080c6fb3a51a23&fccid=250c3d060c8f0595&vjs=3,38080c6fb3a51a23,NA,fulltime
Account Services Business Analyst,CITI,3.9,5 days ago,"Tampa, FL",NA,"Identify and communicate risks and impacts, considering business implications of the application of technology to the current business environment.",http://www.indeed.com/rc/clk?jk=092c7fbea179b042&fccid=5bcd1ef0a7f4fb99&vjs=3,092c7fbea179b042,NA,fulltime
SENIOR BUSINESS ANALYSTS,SpiderRock,NA,5 days ago,"Chicago, IL",NA,Requirements: Master’s Degree or foreign degree equivalent in Business or Economics and two years’ experience in position or two years’ experience in Business…,http://www.indeed.com/rc/clk?jk=1a98d3ef9b6b49cb&fccid=38fbf27e15dff861&vjs=3,1a98d3ef9b6b49cb,NA,fulltime
Document Master Central Business Analyst,CITI,3.9,5 days ago,"Tampa, FL",NA,Ability to quickly grasp operational processes and business practices of key user groups.Perform Business Analysis functions for all SDLC components of major…,http://www.indeed.com/rc/clk?jk=18ca36f933292df7&fccid=5bcd1ef0a7f4fb99&vjs=3,18ca36f933292df7,NA,fulltime
Business Intelligence Analyst,Strategic Link Consulting,3.4,5 days ago,"Kennesaw, GA 30144",NA,"Business Intelligence Analyst will be expected to capture, analyze, interpret and share data pertaining to the business and overall industry.",http://www.indeed.com/company/Strategic-Link-Consulting/jobs/Business-Intelligence-Analyst-182886bfd3255a0f?fccid=6a40d80b19d89c78&vjs=3,182886bfd3255a0f,NA,fulltime
