title,company,empn_rate,posted_time,location,salary,preview,link,job_key,empn_id,job_type
"Data Science Internship - Graduate - Boston, MA (Summer 2020...",Liberty Mutual Insurance,3.6,22 days ago,"Boston, MA 02101",$33 - $45 an hour,"In the 10-to-12-week Data Science Graduate Level Internship, you’ll build robust models and use statistical software, such as R, Python, and SAS, to solve…",http://www.indeed.com/rc/clk?jk=37844ed2bfcd7333&fccid=bba15db4d8763697&vjs=3,37844ed2bfcd7333,NA,internship
Data Science Intern,"Bertelsmann, Inc.",3.7,24 days ago,"New York, NY 10019 (Midtown area)",NA,"Experience with programming languages such as Python (preferred) or R (especially for data analysis) with a good working knowledge of database languages (e.g.,…",http://www.indeed.com/rc/clk?jk=76e43166f464766f&fccid=b7077240c866145c&vjs=3,76e43166f464766f,NA,internship
"Data Scientist Intern, Undergraduate Summer 2020",Apeel Sciences,2.5,25 days ago,"Santa Barbara, CA",NA,"Data scientists routinely work cross-functionally with scientists, business strategy, sales, marketing, finance, and software engineering to define and execute…",http://www.indeed.com/rc/clk?jk=e5d0b9ad778237b6&fccid=982e97e724969f2b&vjs=3,e5d0b9ad778237b6,NA,internship
Data Science (Telematics) Intern,Terex Corporation,3.6,25 days ago,"Redmond, WA",NA,"Experience using R, Python, or other software / language to manipulate and extract insights from data.Experience creating and deploying advanced machine…",http://www.indeed.com/rc/clk?jk=e2e1ee31d4bcb646&fccid=f903f4b18f2c0477&vjs=3,e2e1ee31d4bcb646,NA,internship
"Data Science Intern, Service Technologies",Blizzard Entertainment,4.0,22 days ago,"Irvine, CA 92623",NA,"As an intern, you will join our team of data scientists and engineers building production level machine learning systems to ensure that those communication…",http://www.indeed.com/rc/clk?jk=99e5f36b71d1a30a&fccid=645d83ee4cbe1d25&vjs=3,99e5f36b71d1a30a,NA,internship
Summer 2020 - Machine Learning Engineer - Intern,Samsung Research America Internship,NA,22 days ago,"New York, NY",NA,"Machine Learning Engineering Interns will develop and test algorithms to solve problems in these areas, working closely with Research Engineers and Research…",http://www.indeed.com/rc/clk?jk=aa1dee1c7fb5b030&fccid=4b0e94e84af8df77&vjs=3,aa1dee1c7fb5b030,NA,internship
"Intern, Software Engineering, Data Science",Waymo,3.0,25 days ago,"Mountain View, CA",NA,"Strong background in statistics and applied Machine Learning.Coding fluency with R, Python, or SQL.The Data Science team at Waymo works to extract actionable…",http://www.indeed.com/rc/clk?jk=632b34ed56aa6280&fccid=73ceef0a2153d2b8&vjs=3,632b34ed56aa6280,NA,internship
Data Science Intern (Summer 2020),Zynga,3.8,25 days ago,"San Francisco, CA 94103 (South Of Market area)",NA,"Ideally this candidate will be familiar with techniques such as Procedural Content Generation, Player Modeling and Machine Learning approaches, as well as…",http://www.indeed.com/rc/clk?jk=70bb9ad591278349&fccid=f379417fa48d0010&vjs=3,70bb9ad591278349,NA,internship
Digital Business Data Science Intern 1,Evoqua Water Technologies,3.1,24 days ago,"Pittsburgh, PA 15222 (Strip District area)",NA,The data science team will be tasked with uncovering business opportunities and presenting the findings to leadership for action by utilizing artificial…,http://www.indeed.com/rc/clk?jk=7563630c530d20d9&fccid=438eb8118688e8d9&vjs=3,7563630c530d20d9,NA,internship
Intern - Data Science (Summer 2020),MedPro Group,3.2,24 days ago,"Fort Wayne, IN 46815 (Maplewood Park area)",NA,"Be expected to function as an extension of the Data Scientists in their experiment design, learning and helping where most needed.In this role you will….",http://www.indeed.com/rc/clk?jk=fbc2530839c4c2dc&fccid=b381d7d72c47719d&vjs=3,fbc2530839c4c2dc,NA,internship
Research Intern - Information and Data Sciences,Microsoft,4.2,24 days ago,"Redmond, WA",NA,"We are particularly interested in candidates with experience in machine learning (specifically deep learning, causal/counterfactual inference, recommendation…",http://www.indeed.com/rc/clk?jk=56ce0e8678176d3c&fccid=734cb5a01ee60f80&vjs=3,56ce0e8678176d3c,NA,internship
Intern - Software/ Data Science,Novetta,3.4,22 days ago,"Tampa, FL",NA,"Work with a diverse team of engineers, computer scientists, data scientists, and intelligence analysts.Provide thought-leadership in the areas of machine…",http://www.indeed.com/rc/clk?jk=290ec563b7eda639&fccid=1d69e9a5b2cfbeca&vjs=3,290ec563b7eda639,NA,internship
Research Intern – Deep learning,Microsoft,4.2,24 days ago,"Redmond, WA",NA,"Must have 2 years experience with Machine Learning, Deep Learning, Computer Vision or Healthcare applications of machine learning.",http://www.indeed.com/rc/clk?jk=69344ec0f625b796&fccid=734cb5a01ee60f80&vjs=3,69344ec0f625b796,NA,internship
Machine Learning Intern,Cogito Corporation,NA,22 days ago,"Boston, MA 02109 (Central area)",NA,"Execute a machine learning research project in the area of audio, speech and language processing and bring to completion in a 3-month time frame.",http://www.indeed.com/rc/clk?jk=45bed4093c820221&fccid=8bedea403b0da446&vjs=3,45bed4093c820221,NA,internship
Data Science Intern - Summer 2020,Valassis,3.6,25 days ago,"Morrisville, NC 27560",NA,"Coursework or work experience involving data mining, machine learning, building algorithms, applied math and statistics a plus.",http://www.indeed.com/rc/clk?jk=6038dda8b1c338db&fccid=8e93e13134189c36&vjs=3,6038dda8b1c338db,NA,internship
"Medical Image Analysis, Visualization and Machine Learning I...",Kitware,NA,22 days ago,"Carrboro, NC 27510",NA,"Education: BS, MS or PhD students in computer science or a related field with corresponding emphasis on scientific computing, medical imaging, computer vision,…",http://www.indeed.com/rc/clk?jk=acc0c78a68123921&fccid=ffd98152d5e973b6&vjs=3,acc0c78a68123921,NA,internship
Intern Data Science,"Torch Technologies, Inc.",NA,25 days ago,"Huntsville, AL 35802",NA,Torch Technologies is seeking a summer intern with a knowledge of machine learning techniques leveraging Jupyter Notebook/Lab with a specific focus with Python…,http://www.indeed.com/rc/clk?jk=0447a4d3d8d28c0f&fccid=7c60e205aab51bb4&vjs=3,0447a4d3d8d28c0f,NA,internship
Research Intern - Machine Learning (PhD),Samsung Research America Internship,NA,22 days ago,"New York, NY",NA,"Research Interns will develop and test algorithms to solve problems in these areas, working closely with Research Scientists and Research Engineers to conduct…",http://www.indeed.com/rc/clk?jk=dd14c8a19bb72a9c&fccid=4b0e94e84af8df77&vjs=3,dd14c8a19bb72a9c,NA,internship
Machine Learning Intern/co-op,Iterative Scopes,NA,25 days ago,"Boston, MA",NA,The scientific advisory board includes world-class gastroenterologists primarily based in Boston and leading MIT computer vision and machine learning…,http://www.indeed.com/rc/clk?jk=ddeea8ed81dd7ece&fccid=88944c0cff66537b&vjs=3,ddeea8ed81dd7ece,NA,internship
Professional Development Program (PDP) Internship - Data Sci...,BASF Corporation,4.1,25 days ago,"Florham Park, NJ 07932",NA,"The Intern will be ‘hands-on’ and work on projects to execute deliverables during all phases of an analytics project, starting from project definition to…",http://www.indeed.com/rc/clk?jk=724ca61f37a18013&fccid=38313780e9822361&vjs=3,724ca61f37a18013,NA,internship
Statistician Internship,CAPITAL Services,3.3,23 days ago,"Sioux Falls, SD 57104",NA,"Successful completion of an analytics project.Under the direction of our Analysts and Data Scientists, a Statistician Intern will work primarily in the…",http://www.indeed.com/rc/clk?jk=f7d235021f058456&fccid=cc6e0fc59894e231&vjs=3,f7d235021f058456,NA,internship
Algorithms Developer Intern,Analog Devices,4.3,23 days ago,"Wilmington, MA 01887",NA,"Candidates should be working towards a Master’s or Ph.D. degree, and should have a strong background in one or more of the following areas: signal processing,…",http://www.indeed.com/rc/clk?jk=fc0c6a7d1efa2975&fccid=795688f508690d17&vjs=3,fc0c6a7d1efa2975,NA,internship
"2020 Summer Internship - Instructional Design, Artificial In...",Zebra Technologies,3.8,24 days ago,"Holtsville, NY 11742",NA,"Project work will differ in each area depending on business needs, and all interns will participate in the US Zebra Internship Program.",http://www.indeed.com/rc/clk?jk=b711172e77b92ca8&fccid=cc39af3a7bb5a4d8&vjs=3,b711172e77b92ca8,NA,internship
Research Intern - Natural Language Processing,Microsoft,4.2,23 days ago,"Redmond, WA",NA,"Microsoft’s deep investments in the field are advancing the state of the art in machine intelligence and perception, enabling computers that understand what…",http://www.indeed.com/rc/clk?jk=bcec296261dd5c6f&fccid=734cb5a01ee60f80&vjs=3,bcec296261dd5c6f,NA,internship
2020 Summer Internship - Computer Vision Engineer,Zebra Technologies,3.8,24 days ago,"Holtsville, NY 11742",NA,"Project work will differ in each area depending on business needs, and all interns will participate in the US Zebra Internship Program.",http://www.indeed.com/rc/clk?jk=2a66a6c0c0c8be26&fccid=cc39af3a7bb5a4d8&vjs=3,2a66a6c0c0c8be26,NA,internship
Data Scientist,"Alexis Networks, Inc.",NA,28 days ago,"Newark, NJ 07102 (Central Business District area)",$85 an hour,"Deep understanding of statistical modeling, machine learning, or data mining concepts, and a track record of solving problems with these methods.","http://www.indeed.com/company/Alexis-Trust-Networks,-Inc./jobs/Data-Scientist-b3edea23de9a4b3a?fccid=61c108947ff31015&vjs=3",b3edea23de9a4b3a,NA,internship
Data Science - Summer Intern,OpenX,3.7,30+ days ago,"Los Angeles, CA",NA,"Experience with machine learning languages and tools such as python/pandas, R, tensorflow/pytorch.Familiarity with data analysis and machine learning/modeling…",http://www.indeed.com/rc/clk?jk=37fec60b919bc9eb&fccid=536f99c1c2da7f57&vjs=3,37fec60b919bc9eb,NA,internship
Data Science Internship - Summer 2020,Etsy,4.4,30+ days ago,"San Francisco, CA",NA,"Etsy is looking for Data Science Interns to join our Data Science team in Brooklyn, New York and San Francisco, CA.Ranking for Search and Ads.",http://www.indeed.com/rc/clk?jk=a8fa49b7cc4e2c37&fccid=9ecb91618c39a24f&vjs=3,a8fa49b7cc4e2c37,NA,internship
Data Science Intern,GESTURE,4.8,30+ days ago,"Manhattan, NY 10018 (Clinton area)",NA,Analyze large amounts of information to discover trends and patterns.Knowledge of SQL and Python; previous backend development experience is a plus.,http://www.indeed.com/company/GESTURE/jobs/Data-Science-Intern-242940f62966fad6?fccid=7b7ce0523150d373&vjs=3,242940f62966fad6,NA,internship
Data Science Intern,"Arrow Electronics, Inc.",3.5,28 days ago,"Centennial, CO 80112",NA,"This position will be part of Arrow Data Science team, a group of analysts, developer and scientists who primarily uses big data relevant technologies to…",http://www.indeed.com/rc/clk?jk=44db27f404ff350b&fccid=38ee0d4d719341c1&vjs=3,44db27f404ff350b,NA,internship
Data Science Intern,Hewlett Packard Enterprise,3.7,30+ days ago,"Boise, ID",NA,"Knowledge of R and R plotting and/or Python matplotlib, Scikit, Julia, Spark, Shark, Map-Reduce, Hadoop, Hive, Pig.2 years of Python and Data Science Modules.",http://www.indeed.com/rc/clk?jk=42301e8586bb8436&fccid=216eb700022de6f6&vjs=3,42301e8586bb8436,NA,internship
ATTD Data Analytics and Statistical Methods Intern,Intel,4.1,29 days ago,"Phoenix, AZ 85018 (Camelback East area)",NA,"Using predictive modeling, statistics, Machine Learning, Data Mining, and other data analysis techniques to collect, explore, and extract insights from…",http://www.indeed.com/rc/clk?jk=0427c0cd3850e8ba&fccid=f1374be6a45f4b8a&vjs=3,0427c0cd3850e8ba,NA,internship
Biological Data Science Intern,Parker Institute for Cancer Immunotherapy,NA,29 days ago,"San Francisco, CA 94129",NA,"Have experience reading and understanding scientific papers, ideally in cancer immunotherapy, clinical trials, and/or immunology.",http://www.indeed.com/rc/clk?jk=a8b8567a515dfd46&fccid=6a2514522e2cd525&vjs=3,a8b8567a515dfd46,NA,internship
Summer College Intern - IT Data Science (Machine Learning/Cl...,NextEra Energy,4.0,30+ days ago,"Juno Beach, FL 33408",NA,"In addition, you will collaborate on an on-going basis with the business units to understand the challenges, find opportunities for improvement, and extract…",http://www.indeed.com/rc/clk?jk=e6f2cb28247efe75&fccid=ee1723cae957f03e&vjs=3,e6f2cb28247efe75,NA,internship
"Intern - Statistical Programming, Summer 2020",Regeneron,3.8,28 days ago,"Basking Ridge, NJ",NA,These students will learn how to use SAS and other programming tools in supporting statistical analysis and reports in clinical trials for drug development in a…,http://www.indeed.com/rc/clk?jk=36f584a3dd054e49&fccid=f042b91ff3f82696&vjs=3,36f584a3dd054e49,NA,internship
"Research Intern - Computer Vision, Machine Learning, Graphic...",Microsoft,4.2,28 days ago,"Redmond, WA",NA,"Currently enrolled in PhD program in one of these areas - Computer Vision, Machine Learning, Computer Graphics, or Sound Propagation.",http://www.indeed.com/rc/clk?jk=839bba4f13e32fca&fccid=734cb5a01ee60f80&vjs=3,839bba4f13e32fca,NA,internship
Intern - Machine Learning Architect (Spring 2020),Micron,3.8,29 days ago,"Folsom, CA 95630",NA,"As a Machine Learning Architecture Intern at Micron Technologies in Embedded Business Unit, you will be analyzing different AI architectures/workloads, neural…",http://www.indeed.com/rc/clk?jk=86c1dfd3deb202e1&fccid=be240c643a8631c5&vjs=3,86c1dfd3deb202e1,NA,internship
Software Engineer-Data Science PHD (Intern)-United States Du...,Cisco Systems,4.1,NA,"Austin, TX 78716",NA,Please use the link below for details about the position.,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B2LP6KtwgLMWcIJbzQK4y118hUYa2NHT0ELzb4aR6nDrO9_32R0Ltax0s-kX1YxTT0kF8p-mDS5rtvXNnDxKbDqSBVbhoX8Y4uunwRMSAQLxB7HbJSbqfuDb1Z_DXe-R_5XSRh4oA3xLkgMcTMxrs8UtrOJNW_mwWjgVgeyPCHPUgmSanwMs3YAeBU6sEhUoLSBXPQqWYgYWXqu7RX6skGi3Uv3BMnC01SqcF-xm9knR0mnwBuKt2CJh4s6upD9594g2PD442KAd5YvGJagnpaXnjB6M9zwgPTMPa_AsSKsZVv_komPaSmpn_f7g6MLj2VmypJxEZySBHZ_D2eQXAzWjGSoMoo3V-32Gfz5JdfbJve5ZvXPdL-OI4zksrulAhBSpndfZYD06BdqDJj2aBw&p=50&fvj=0&vjs=3,33dc6dcffdd60c04,3565145538192372,internship
Data Science Intern,NICE inContact,2.9,NA,"Salt Lake City, UT",NA,"As our Data Science intern, you’ll wrangle data to support research and development projects as part of NICE inContact's analytics platform.",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AbcLYJH6EEU2hhfUhIe4V-wtZUPXOEfJh72XLwlGjJwXW5GoFa_FpEOIdqgnFoZ6EWdvbiYbsFcwWFxce6fWxlzLEHo-JARm1WRB2Z90osqTGb4RUPTiCtQe5s7hivKpUGeJ5H0zNXsIRdnBdP0eCJOf6PAiUSnuiGmPRCTOsinzavoinhhuhqvJdfY-9msTA0_UfosU5Yimc3Qfl3C0JttwVICCAzjOlh6PbUOhVLq3CbV34ezYzxVNmdnNifn9B5kLhr9jQ8irRczFGqTlkm63bqfzQX4dUzcZTor13HRfWCQY2ucKsfnl-A8DQ1kCKxFvDgYESkBLVt4egi4DeAtXEZP0tRnNk9uv3I6o_dt7-7GEhmKLQyDo98xwoqt6ATA51D75fUYiPQ-o-w2HTP&p=51&fvj=0&vjs=3,c17e8fbf78f3de5e,4972874631828035,internship
"Research Internship - Spring 2020 (NLP, Computer Vision, or...",Dataminr,4.2,NA,"New York, NY 10261",NA,"Perform research to advance the state of the art and solve specific problems at scale in one or more of the following areas: NLP, HCI, Machine Learning/Deep…",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AbcLYJH6EEU2hhfUhIe4V-wtZUPXOEfJh72XLwlGjJwXW5GoFa_FpE4gNaYmusqPPfUUh4AQFGvVvnXL1RxvROX0fpkO-piUnB3eB6VniidGfk1D72LBJjUheMWDmFPYWrMbx_ibMQ3fTh-DFedmheZRGDGz3ISoNJa9gSw2yYZR0oGJJPWfpYSsDCu7ThihgOHsD2KtjwhIJuHhpssm6PmrnN5ClzBG3OueYDdVftbnMVVZVxfGc6S8-YJpIUanjMgXqtSh2Y2aWE3uEohoWpeR_CHnzZvL-x_jPJ7XbAxtnvS4OLgWbwFT_U6R9-BRvY-iBuUIdZc4x8dZVX1xqhMJofgmRyOpl227IJw8ADrftOgKdrd95I3RbdulznL3GzfSzMvD4oL84lnVKb-uNE&p=52&fvj=0&vjs=3,ae24dcf12d81aa81,4972874631828035,internship
"Internship - Statistical Programming Intern (Summer Session,...",Acumen,4.1,NA,"Washington, DC 20022",NA,"Use statistical programming languages, such as SAS, STATA, and R, to perform econometric and statistical analyses of health care policy.",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AbcLYJH6EEU2hhfUhIe4V-wtZUPXOEfJh72XLwlGjJwXW5GoFa_FpEOIdqgnFoZ6Gv6aoJV1Wzogwf7CaudjDL9hR-3qF0ODHgidAaYmtShhyL3ObhwY7AzOnxiXzLo7VQlOXxKqkh0acaGK9rF_0JGGB8Der02shYFbsBwOPDU_Um8I7spnPAlfIZGzbW-Te0dERpzzxwJahpfMGsJtx1zvl2mN7f4c1SOH2Ppk3dfF2NZxxqjDW1fyTbebHmcphiYP364MTrNNiMtBIS_u83YtwCFpsTS6mIZ0P303-vKpL7Xc22JZVk0PASNLbTPvsc218lm3RvHXORv6niz4281lfk5io87phqH6VrqYD6cN6hZoir15iTyzq4bNUbgZeQXPOAttwSjl1R7F1Xbx78gAYCJBoHRyg=&p=53&fvj=0&vjs=3,ff0ff2ddf15c9c99,4972874631828035,internship
AI/Containers Support Engineer Intern,Hewlett Packard Enterprise,3.7,30+ days ago,"Santa Clara, CA",NA,Work with product management and engineering in ensuring project delivery success.A competitive salary and extensive social benefits.,http://www.indeed.com/rc/clk?jk=38448b50977130df&fccid=216eb700022de6f6&vjs=3,38448b50977130df,NA,internship
Computer Vision Engineer - Intern,Samsung Research America Internship,NA,28 days ago,"Campbell, CA",NA,"PhD in deep learning involving but not limited to audio-visual analysis of people, deep generative models (GANs, VAEs etc.).Nice to have, but not limited to:",http://www.indeed.com/rc/clk?jk=126a89904f2b2e51&fccid=4b0e94e84af8df77&vjs=3,126a89904f2b2e51,NA,internship
"Product Manager, Zillow Offers Machine Learning - Intern",Zillow Group,3.8,30+ days ago,"Seattle, WA 98101 (Downtown area)",NA,"The Zillow Offers Machine Learning team is focused on using data and machine learning models to help grow Zillow Offers, and make it an ever better experience…",http://www.indeed.com/rc/clk?jk=fb1d9503cac4f354&fccid=913e1b259c8d65e2&vjs=3,fb1d9503cac4f354,NA,internship
"Research Intern - Computer Vision, Machine Learning, Graphic...",Microsoft,4.2,28 days ago,"Redmond, WA",NA,"The Interactive Media Group at Microsoft Research, Redmond has several openings for research internships in graphics, computer vision, computational acoustics,…",http://www.indeed.com/rc/clk?jk=839bba4f13e32fca&fccid=734cb5a01ee60f80&vjs=3,839bba4f13e32fca,NA,internship
INTERN - DATA SCIENTIST - SUMMER 2020,CenturyLink,3.5,30+ days ago,"Broomfield, CO 80021",NA,"We drive world-class margins through the application of deep subject matter expertise, process improvement initiatives and the application of advanced AI and…",http://www.indeed.com/rc/clk?jk=4343ed690cd4f265&fccid=9bdf8e3a2f3d19e4&vjs=3,4343ed690cd4f265,NA,internship
Data Science Intern,Retina AI,NA,30+ days ago,"Santa Monica, CA",NA,"Knowledgeable in one or more programs is required - SQL, Python, R, and Visualization tools.Experience utilizing machine-learning, analysis, and visualization…",http://www.indeed.com/rc/clk?jk=c8027d26e43b6dd9&fccid=6c77b12b3695d0e0&vjs=3,c8027d26e43b6dd9,NA,internship
Data Science Intern,XPO Logistics,3.2,30+ days ago,"Chicago, IL 60601 (Loop area)",NA,"Identify, analyze and interpret trends, patterns and relationships in complex data sets and to build machine learning models.2 years of relevant coursework.",http://www.indeed.com/rc/clk?jk=1ce194ef8dc7ea98&fccid=518acc75d1476dc2&vjs=3,1ce194ef8dc7ea98,NA,internship
Artificial Intelligence Intern,"Anthem, Inc.",3.7,30+ days ago,United States,NA,"Applied math, statics, scientific computing, data and analytics, business.Machine learning, Probabilistic and Statistical Learning Methods.",http://www.indeed.com/rc/clk?jk=3252198b8786d0fe&fccid=2a4da7fa99f4b9ae&vjs=3,3252198b8786d0fe,NA,internship
Data Science Intern,eBay Inc.,3.9,30+ days ago,"San Francisco, CA",NA,We are looking for a motivated machine learning and data science engineering intern to build robust and scalable software and draw insights from massive data…,http://www.indeed.com/rc/clk?jk=e2d2c92c1449e2db&fccid=0da3ed18c20a248d&vjs=3,e2d2c92c1449e2db,NA,internship
Abbott Nutrition Data Science Internship,Abbott Laboratories,4.1,30+ days ago,"Columbus, OH",NA,"Hands-on experience required in statistical modeling, business analysis, design of experiments and stratified samples, multivariate regression (logistic,…",http://www.indeed.com/rc/clk?jk=3175e8f6e4914d17&fccid=7942658690eba67c&vjs=3,3175e8f6e4914d17,NA,internship
Software Engineer-Data Science PHD (Intern)-United States Du...,Cisco Careers,4.1,30+ days ago,"Austin, TX",NA,Please use the link below for details about the position.,http://www.indeed.com/rc/clk?jk=c301e11b0250a1e7&fccid=dfc44f3b8c44a6db&vjs=3,c301e11b0250a1e7,NA,internship
Data Science Engineer - Intern - Spring,Lovingly,3.3,30+ days ago,"Fishkill, NY",$20 an hour,Develop machine learning models to organize and classify information.Collaborate with product management and other engineers to define requirements for…,http://www.indeed.com/rc/clk?jk=f4ac2b301d8922ea&fccid=840c345ea11e9345&vjs=3,f4ac2b301d8922ea,NA,internship
Deep Learning (Robotic)Instructors,Gosvea Inc,NA,30+ days ago,"San Jose, CA",NA,GOSVEA is seeking for instructors of Deep learning!Inspire beginner of deep learning engineer to commit to build their career!,http://www.indeed.com/company/Gosvea/jobs/Deep-Learning-Instructor-3345b4784280cbf1?fccid=cc8c305066d75346&vjs=3,3345b4784280cbf1,NA,internship
Research Intern - Deep Learning for Graphs,Microsoft,4.2,30+ days ago,"Redmond, WA",NA,The focus of the intern project is to design and implement graph neural network or other deep learning based techniques to learn representations for…,http://www.indeed.com/rc/clk?jk=cd7ef00d7c5205de&fccid=734cb5a01ee60f80&vjs=3,cd7ef00d7c5205de,NA,internship
Group 52--Summer Research Program Intern-Machine Learning fo...,MIT Lincoln Laboratory,4.2,30+ days ago,"Lexington, MA",NA,Our group is seeking motivated graduate students to assist with projects addressing a range of estimation and inference problems with machine learning and graph…,http://www.indeed.com/rc/clk?jk=ecbdcc4f19401489&fccid=a015205ad138ca75&vjs=3,ecbdcc4f19401489,NA,internship
2020 AI Research Intern (NLP/ML),JD.com,4.2,30+ days ago,"Mountain View, CA",NA,"JD AI Research is looking for PhD student interns to work on a wide variety of research areas in machine learning, including knowledge graph, deep learning,…",http://www.indeed.com/rc/clk?jk=2acc0c4b31a9ba55&fccid=68cb92e51cfd6a04&vjs=3,2acc0c4b31a9ba55,NA,internship
Machine Learning Hardware Modeling Intern (PhD),Facebook,4.2,30+ days ago,"Menlo Park, CA",NA,Experience in developing machine learning and/or deep learning solutions in vision or speech domains.We are seeking Research Scientists with a background in…,http://www.indeed.com/rc/clk?jk=4192f70db0d17742&fccid=1639254ea84748b5&vjs=3,4192f70db0d17742,NA,internship
Research Intern - Computer Vision,Microsoft,4.2,30+ days ago,"Redmond, WA",NA,"Candidate in Computer Vision, Deep Learning, Machine Learning, AI or a related field.At least a year of research experience in computer vision, deep learning,…",http://www.indeed.com/rc/clk?jk=14e412e3d131c498&fccid=734cb5a01ee60f80&vjs=3,14e412e3d131c498,NA,internship
Amway Data Scientist Internship,Amway Inc.,4.1,30+ days ago,"Ada, MI",NA,"The Data Science team supports some of the top initiatives for Amway, primarily through predictive analytics and machine learning predictive models.",http://www.indeed.com/rc/clk?jk=5ffcc73fdea479f2&fccid=5feeab62533788e8&vjs=3,5ffcc73fdea479f2,NA,internship
2020 Data Science Summer Internship,Optoro,3.6,30+ days ago,"Washington, DC",NA,"At Optoro, we build software to help us solve this problem.We transform this data into action in order to more efficiently and effectively route returned items…",http://www.indeed.com/rc/clk?jk=62aab025760e67db&fccid=a8807dbab1dea05a&vjs=3,62aab025760e67db,NA,internship
Machine Learning Intern,Sony Interactive Entertainment PlayStation,3.8,30+ days ago,"Playa Vista, CA",NA,"We are looking for a person interested in Machine Vision, with a part in Segmentation, and Image analysis.Imaged based Machine Learning experience.",http://www.indeed.com/rc/clk?jk=01a48619e6e1caf8&fccid=750bb2e27e97e3c1&vjs=3,01a48619e6e1caf8,NA,internship
"Data Scientist Physical Modeling Intern, Facebook Connectivi...",Facebook,4.2,30+ days ago,"Menlo Park, CA",NA,Work closely with engineering teams and research scientists to identify and answer data driven problems.Communicate findings to engineers and scientists.,http://www.indeed.com/rc/clk?jk=6cd5beca85a9da07&fccid=1639254ea84748b5&vjs=3,6cd5beca85a9da07,NA,internship
"Natural Language Processing Intern, Winter/Spring 2020",Charles River Analytics,4.3,30+ days ago,"Cambridge, MA 02138 (West Cambridge area)",NA,"At Charles River Analytics, we foster an environment where scientists are free to pursue their own research interests and are supported by a community of bright…",http://www.indeed.com/rc/clk?jk=fdeead563c6e97ac&fccid=fd70a4a10ea0b4c7&vjs=3,fdeead563c6e97ac,NA,internship
Marketing Data Science Intern - Summer 2020,Sonic Drive-In,3.5,30+ days ago,"Oklahoma City, OK 73104",NA,"Statistical software knowledge (SQL, R, Python, Scala, etc.).Intern will work with Insights Team to analyze:Develop business process that work across multiple…",http://www.indeed.com/rc/clk?jk=d4269094c663e71b&fccid=35a91adc30d9ede0&vjs=3,d4269094c663e71b,NA,internship
Machine Learning Intern,Centauri,4.5,30+ days ago,"Chantilly, VA",NA,Use creative and technical skills to implement cutting edge machine learning algorithms in Python or other object-oriented languages as appropriate.,http://www.indeed.com/rc/clk?jk=c46e95aa690e0e6c&fccid=2540607df11515db&vjs=3,c46e95aa690e0e6c,NA,internship
Machine Learning Intern,Novetta,3.4,30+ days ago,"McLean, VA",NA,"Gain hands-on experience with cloud technology and machine learning and deep learning libraries and platforms.Cyber, Entity, and Multi-Int Analytics.",http://www.indeed.com/rc/clk?jk=8b7abe2e478dd279&fccid=1d69e9a5b2cfbeca&vjs=3,8b7abe2e478dd279,NA,internship
Data Science Intern,NICE inContact,2.9,30+ days ago,"Salt Lake City, UT",NA,"As our Data Science intern, you’ll wrangle data to support research and development projects as part of NICE inContact's analytics platform.",http://www.indeed.com/rc/clk?jk=5c053b7debcd942d&fccid=c87437465dde35f9&vjs=3,5c053b7debcd942d,NA,internship
Research Intern - Machine Learning,Microsoft,4.2,30+ days ago,"Cambridge, MA 02142 (East Cambridge area)",NA,Must have at least 1 machine learning paper submitted or published (e.g.If you need assistance and/or a reasonable accommodation due to a disability during the…,http://www.indeed.com/rc/clk?jk=8005f3699bc4f713&fccid=734cb5a01ee60f80&vjs=3,8005f3699bc4f713,NA,internship
Data Engineer Internship,Wellmark,4.0,30+ days ago,"Des Moines, IA",NA,"Previous exposure to machine learning or Artificial Intelligence (or this as the bullet “Knowledge of, or exposure, to analytical methods like machine learning …",http://www.indeed.com/rc/clk?jk=babef46def9752ac&fccid=add7a13d6c55ff59&vjs=3,babef46def9752ac,NA,internship
Statistical Analyst Intern - Summer 2020,Major League Lacrosse,5.0,30+ days ago,"Boston, MA",NA,"Preference will be given to those working towards a degree in Analytics, Economics, Sports Management, or Mathematics.Positions are available for Summer 2020.",http://www.indeed.com/rc/clk?jk=ed37626bd25a2a52&fccid=e90bed19f35e65cb&vjs=3,ed37626bd25a2a52,NA,internship
"Security Engineer Intern, Data Science (Online Safety)",Facebook,4.2,30+ days ago,"Menlo Park, CA",NA,Experience building systems based on machine learning and/or deep learning methods.We’re looking for a Data Science intern to help us get a deep understanding…,http://www.indeed.com/rc/clk?jk=0bc29b6d70ee7e60&fccid=1639254ea84748b5&vjs=3,0bc29b6d70ee7e60,NA,internship
Human Computer Interaction + Machine Learning Intern (Pittsb...,Apple,4.2,30+ days ago,"Seattle, WA",NA,"Relevant prior experience in industry, coursework, and/or academic research labs in at least one area of HCI, Machine Learning, Visualization, Accessibility,…",http://www.indeed.com/rc/clk?jk=78f3035cc652393f&fccid=c1099851e9794854&vjs=3,78f3035cc652393f,NA,internship
