"","Metro","Month","Dimension","Job Openings","Median Base Pay"
"458","Boston","2018-08-20","Job Openings","142230.5",NA
"459","Boston","2018-08-27","Job Openings","143270",NA
"460","Boston","2018-09","Metro Median Base Pay",NA,"60460.333333333299"
"461","Boston","2018-09-03","Job Openings","142599",NA
"462","Boston","2018-09-10","Job Openings","141823",NA
"463","Boston","2018-09-17","Job Openings","141114",NA
"464","Boston","2018-09-24","Job Openings","140859",NA
"465","Boston","2018-10","Metro Median Base Pay",NA,"60845"
"466","Boston","2018-10-01","Job Openings","142204.25",NA
"467","Boston","2018-10-08","Job Openings","142774",NA
"468","Boston","2018-10-15","Job Openings","142500.25",NA
"469","Boston","2018-10-22","Job Openings","141720.5",NA
"470","Boston","2018-10-29","Job Openings","140460.5",NA
"471","Boston","2018-11","Metro Median Base Pay",NA,"61219"
"472","Boston","2018-11-05","Job Openings","139909",NA
"473","Boston","2018-11-12","Job Openings","140721.5",NA
"474","Boston","2018-11-19","Job Openings","141102.75",NA
"475","Boston","2018-11-26","Job Openings","141185.75",NA
"476","Boston","2018-12","Metro Median Base Pay",NA,"61565.333333333299"
"477","Boston","2018-12-03","Job Openings","141628.25",NA
"478","Boston","2018-12-10","Job Openings","141204.75",NA
"479","Boston","2018-12-17","Job Openings","141490.25",NA
"480","Boston","2018-12-24","Job Openings","141691.5",NA
"481","Boston","2018-12-31","Job Openings","140606.5",NA
"482","Boston","2019-01","Metro Median Base Pay",NA,"61257"
"483","Boston","2019-01-07","Job Openings","141513.25",NA
"484","Boston","2019-01-14","Job Openings","143113.5",NA
"485","Boston","2019-01-21","Job Openings","144840.25",NA
"486","Boston","2019-01-28","Job Openings","147189",NA
"487","Boston","2019-02","Metro Median Base Pay",NA,"61277"
"488","Boston","2019-02-04","Job Openings","147381.75",NA
"489","Boston","2019-02-11","Job Openings","145472",NA
"490","Boston","2019-02-18","Job Openings","143651.75",NA
"491","Boston","2019-02-25","Job Openings","141779.5",NA
"492","Boston","2019-03","Metro Median Base Pay",NA,"60996"
"493","Boston","2019-03-04","Job Openings","140475.75",NA
"494","Boston","2019-03-11","Job Openings","140999.25",NA
"495","Boston","2019-03-18","Job Openings","142744.75",NA
"496","Boston","2019-03-25","Job Openings","144375.25",NA
"497","Boston","2019-04","Metro Median Base Pay",NA,"61423.333333333299"
"498","Boston","2019-04-01","Job Openings","145849.25",NA
"499","Boston","2019-04-08","Job Openings","147739.75",NA
"500","Boston","2019-04-15","Job Openings","148728.5",NA
"501","Boston","2019-04-22","Job Openings","150102",NA
"502","Boston","2019-04-29","Job Openings","151765.5",NA
"503","Boston","2019-05","Metro Median Base Pay",NA,"61700"
"504","Boston","2019-05-06","Job Openings","152709.75",NA
"505","Boston","2019-05-13","Job Openings","153847",NA
"506","Boston","2019-05-20","Job Openings","154938.5",NA
"507","Boston","2019-05-27","Job Openings","155033.5",NA
"508","Boston","2019-06","Metro Median Base Pay",NA,"62111"
"509","Boston","2019-06-03","Job Openings","155772.5",NA
"510","Boston","2019-06-10","Job Openings","156230.5",NA
"511","Boston","2019-06-17","Job Openings","156531.5",NA
"512","Boston","2019-06-24","Job Openings","156781.25",NA
"513","Boston","2019-07","Metro Median Base Pay",NA,"62176.666666666701"
"514","Boston","2019-07-01","Job Openings","156607.25",NA
"515","Boston","2019-07-08","Job Openings","155562",NA
"516","Boston","2019-07-15","Job Openings","155132",NA
"517","Boston","2019-07-22","Job Openings","155234",NA
"518","Boston","2019-07-29","Job Openings","154882",NA
"519","Boston","2019-08","Metro Median Base Pay",NA,"62090"
"520","Boston","2019-08-05","Job Openings","155150.25",NA
"521","Boston","2019-08-12","Job Openings","154766",NA
"522","Boston","2019-08-19","Job Openings","154627.5",NA
"523","Boston","2019-08-26","Job Openings","154359.75",NA
"524","Boston","2019-09","Metro Median Base Pay",NA,"62305"
"525","Boston","2019-09-02","Job Openings","154071.75",NA
"526","Boston","2019-09-09","Job Openings","153976.5",NA
"527","Boston","2019-09-16","Job Openings","154127",NA
"528","Boston","2019-09-23","Job Openings","155134.5",NA
"529","Boston","2019-09-30","Job Openings","156906.25",NA
"530","Boston","2019-10","Metro Median Base Pay",NA,"62486"
"531","Boston","2019-10-07","Job Openings","158671.5",NA
"532","Boston","2019-10-14","Job Openings","157666",NA
"533","Chicago","2014-03","Metro Median Base Pay",NA,"52719"
"534","Chicago","2014-04","Metro Median Base Pay",NA,"52829.333333333299"
"535","Chicago","2014-05","Metro Median Base Pay",NA,"52700.666666666701"
"536","Chicago","2014-06","Metro Median Base Pay",NA,"52677.666666666701"
"537","Chicago","2014-07","Metro Median Base Pay",NA,"52843.666666666701"
"538","Chicago","2014-08","Metro Median Base Pay",NA,"53006.333333333299"
"539","Chicago","2014-09","Metro Median Base Pay",NA,"53043.333333333299"
"540","Chicago","2014-10","Metro Median Base Pay",NA,"53151"
"541","Chicago","2014-11","Metro Median Base Pay",NA,"53343.666666666701"
"542","Chicago","2014-12","Metro Median Base Pay",NA,"53453.333333333299"
"543","Chicago","2015-01","Metro Median Base Pay",NA,"53424"
"544","Chicago","2015-02","Metro Median Base Pay",NA,"53314.333333333299"
"545","Chicago","2015-03","Metro Median Base Pay",NA,"53383.333333333299"
"546","Chicago","2015-04","Metro Median Base Pay",NA,"53266"
"547","Chicago","2015-05","Metro Median Base Pay",NA,"53274.333333333299"
"548","Chicago","2015-06","Metro Median Base Pay",NA,"53430.333333333299"
"549","Chicago","2015-07","Metro Median Base Pay",NA,"53586.666666666701"
"550","Chicago","2015-08","Metro Median Base Pay",NA,"53743"
"551","Chicago","2015-09","Metro Median Base Pay",NA,"53805.333333333299"
"552","Chicago","2015-10","Metro Median Base Pay",NA,"53859.666666666701"
"553","Chicago","2015-11","Metro Median Base Pay",NA,"53927.666666666701"
"554","Chicago","2015-12","Metro Median Base Pay",NA,"53953.666666666701"
"555","Chicago","2016-01","Metro Median Base Pay",NA,"54062"
"556","Chicago","2016-01-04","Job Openings",NA,NA
"557","Chicago","2016-01-11","Job Openings",NA,NA
"558","Chicago","2016-01-18","Job Openings",NA,NA
"559","Chicago","2016-01-25","Job Openings","163492.25",NA
"560","Chicago","2016-02","Metro Median Base Pay",NA,"54279.333333333299"
"561","Chicago","2016-02-01","Job Openings","163878",NA
"562","Chicago","2016-02-08","Job Openings","164642.25",NA
"563","Chicago","2016-02-15","Job Openings","165795.25",NA
"564","Chicago","2016-02-22","Job Openings","166047.5",NA
"565","Chicago","2016-02-29","Job Openings","166060",NA
"566","Chicago","2016-03","Metro Median Base Pay",NA,"54435.333333333299"
"567","Chicago","2016-03-07","Job Openings","166636.25",NA
"568","Chicago","2016-03-14","Job Openings","167395.5",NA
"569","Chicago","2016-03-21","Job Openings","169739.5",NA
"570","Chicago","2016-03-28","Job Openings","168320",NA
"571","Chicago","2016-04","Metro Median Base Pay",NA,"54683.333333333299"
"572","Chicago","2016-04-04","Job Openings","165927.5",NA
"573","Chicago","2016-04-11","Job Openings","163172.75",NA
"574","Chicago","2016-04-18","Job Openings","159364.5",NA
"575","Chicago","2016-04-25","Job Openings","158863.75",NA
"576","Chicago","2016-05","Metro Median Base Pay",NA,"54871.666666666701"
"577","Chicago","2016-05-02","Job Openings","158822",NA
"578","Chicago","2016-05-09","Job Openings","158587.25",NA
"579","Chicago","2016-05-16","Job Openings","159099.5",NA
"580","Chicago","2016-05-23","Job Openings","159081.75",NA
"581","Chicago","2016-05-30","Job Openings","159087.75",NA
"582","Chicago","2016-06","Metro Median Base Pay",NA,"54890"
"583","Chicago","2016-06-06","Job Openings","159312.25",NA
"584","Chicago","2016-06-13","Job Openings","159139.25",NA
"585","Chicago","2016-06-20","Job Openings","159693.75",NA
"586","Chicago","2016-06-27","Job Openings","159845.75",NA
"587","Chicago","2016-07","Metro Median Base Pay",NA,"55153.333333333299"
"588","Chicago","2016-07-04","Job Openings","159737.25",NA
"589","Chicago","2016-07-11","Job Openings","159362.5",NA
"590","Chicago","2016-07-18","Job Openings","158954.25",NA
"591","Chicago","2016-07-25","Job Openings","159291.75",NA
"592","Chicago","2016-08","Metro Median Base Pay",NA,"55135.666666666701"
"593","Chicago","2016-08-01","Job Openings","160333",NA
"594","Chicago","2016-08-08","Job Openings","161307.75",NA
"595","Chicago","2016-08-15","Job Openings","162348.5",NA
"596","Chicago","2016-08-22","Job Openings","163364.75",NA
"597","Chicago","2016-08-29","Job Openings","163708.25",NA
"598","Chicago","2016-09","Metro Median Base Pay",NA,"55423"
"599","Chicago","2016-09-05","Job Openings","163499.5",NA
"600","Chicago","2016-09-12","Job Openings","163815",NA
"601","Chicago","2016-09-19","Job Openings","164115.75",NA
"602","Chicago","2016-09-26","Job Openings","164505",NA
"603","Chicago","2016-10","Metro Median Base Pay",NA,"55379.333333333299"
"604","Chicago","2016-10-03","Job Openings","165291.5",NA
"605","Chicago","2016-10-10","Job Openings","165162.25",NA
"606","Chicago","2016-10-17","Job Openings","165613",NA
"607","Chicago","2016-10-24","Job Openings","166352.75",NA
"608","Chicago","2016-10-31","Job Openings","166685.5",NA
"609","Chicago","2016-11","Metro Median Base Pay",NA,"55632"
"610","Chicago","2016-11-07","Job Openings","166988.75",NA
"611","Chicago","2016-11-14","Job Openings","166032.5",NA
"612","Chicago","2016-11-21","Job Openings","164590",NA
"613","Chicago","2016-11-28","Job Openings","163277",NA
"614","Chicago","2016-12","Metro Median Base Pay",NA,"55823"
"615","Chicago","2016-12-05","Job Openings","161649.75",NA
"616","Chicago","2016-12-12","Job Openings","159637.75",NA
"617","Chicago","2016-12-19","Job Openings","156543.5",NA
"618","Chicago","2016-12-26","Job Openings","153381.5",NA
"619","Chicago","2017-01","Metro Median Base Pay",NA,"56353.666666666701"
"620","Chicago","2017-01-02","Job Openings","150168.75",NA
"621","Chicago","2017-01-09","Job Openings","148235.75",NA
"622","Chicago","2017-01-16","Job Openings","147688.75",NA
"623","Chicago","2017-01-23","Job Openings","147922",NA
"624","Chicago","2017-01-30","Job Openings","148505.75",NA
"625","Chicago","2017-02","Metro Median Base Pay",NA,"56538.666666666701"
"626","Chicago","2017-02-06","Job Openings","148727",NA
"627","Chicago","2017-02-13","Job Openings","149375.75",NA
"628","Chicago","2017-02-20","Job Openings","149956.5",NA
"629","Chicago","2017-02-27","Job Openings","151198.5",NA
"630","Chicago","2017-03","Metro Median Base Pay",NA,"56515.666666666701"
"631","Chicago","2017-03-06","Job Openings","152440.75",NA
"632","Chicago","2017-03-13","Job Openings","153745.75",NA
"633","Chicago","2017-03-20","Job Openings","154548.5",NA
"634","Chicago","2017-03-27","Job Openings","155089",NA
"635","Chicago","2017-04","Metro Median Base Pay",NA,"56262.666666666701"
"636","Chicago","2017-04-03","Job Openings","155235.25",NA
"637","Chicago","2017-04-10","Job Openings","156134.5",NA
"638","Chicago","2017-04-17","Job Openings","157932.75",NA
"639","Chicago","2017-04-24","Job Openings","158847.5",NA
"640","Chicago","2017-05","Metro Median Base Pay",NA,"56090.333333333299"
"641","Chicago","2017-05-01","Job Openings","159981.75",NA
"642","Chicago","2017-05-08","Job Openings","160563.5",NA
"643","Chicago","2017-05-15","Job Openings","160469.5",NA
"644","Chicago","2017-05-22","Job Openings","160847.25",NA
"645","Chicago","2017-05-29","Job Openings","160609.25",NA
"646","Chicago","2017-06","Metro Median Base Pay",NA,"56102.666666666701"
"647","Chicago","2017-06-05","Job Openings","160122.5",NA
"648","Chicago","2017-06-12","Job Openings","160079.75",NA
"649","Chicago","2017-06-19","Job Openings","160372",NA
"650","Chicago","2017-06-26","Job Openings","161985.25",NA
"651","Chicago","2017-07","Metro Median Base Pay",NA,"55713.666666666701"
"652","Chicago","2017-07-03","Job Openings","162748.75",NA
"653","Chicago","2017-07-10","Job Openings","162899",NA
"654","Chicago","2017-07-17","Job Openings","163607.75",NA
"655","Chicago","2017-07-24","Job Openings","163911",NA
"656","Chicago","2017-07-31","Job Openings","165025.5",NA
"657","Chicago","2017-08","Metro Median Base Pay",NA,"55818"
"658","Chicago","2017-08-07","Job Openings","166705.25",NA
"659","Chicago","2017-08-14","Job Openings","167084.75",NA
"660","Chicago","2017-08-21","Job Openings","167085.75",NA
"661","Chicago","2017-08-28","Job Openings","166895.25",NA
"662","Chicago","2017-09","Metro Median Base Pay",NA,"55716.666666666701"
"663","Chicago","2017-09-04","Job Openings","165631.25",NA
"664","Chicago","2017-09-11","Job Openings","166445.5",NA
"665","Chicago","2017-09-18","Job Openings","167755.75",NA
"666","Chicago","2017-09-25","Job Openings","169299.5",NA
"667","Chicago","2017-10","Metro Median Base Pay",NA,"56161.333333333299"
"668","Chicago","2017-10-02","Job Openings","172280.25",NA
"669","Chicago","2017-10-09","Job Openings","173861.25",NA
"670","Chicago","2017-10-16","Job Openings","175910.25",NA
"671","Chicago","2017-10-23","Job Openings","177923.75",NA
"672","Chicago","2017-10-30","Job Openings","179193",NA
"673","Chicago","2017-11","Metro Median Base Pay",NA,"56235.666666666701"
"674","Chicago","2017-11-06","Job Openings","179754.75",NA
"675","Chicago","2017-11-13","Job Openings","179766",NA
"676","Chicago","2017-11-20","Job Openings","179750.5",NA
"677","Chicago","2017-11-27","Job Openings","179209.25",NA
"678","Chicago","2017-12","Metro Median Base Pay",NA,"56364"
"679","Chicago","2017-12-04","Job Openings","181636.75",NA
"680","Chicago","2017-12-11","Job Openings","181339",NA
"681","Chicago","2017-12-18","Job Openings","180409",NA
"682","Chicago","2017-12-25","Job Openings","179338.25",NA
"683","Chicago","2018-01","Metro Median Base Pay",NA,"56381"
"684","Chicago","2018-01-01","Job Openings","176116",NA
"685","Chicago","2018-01-08","Job Openings","176025.25",NA
"686","Chicago","2018-01-15","Job Openings","175955.75",NA
"687","Chicago","2018-01-22","Job Openings","177222.25",NA
"688","Chicago","2018-01-29","Job Openings","178736.25",NA
"689","Chicago","2018-02","Metro Median Base Pay",NA,"56408.333333333299"
"690","Chicago","2018-02-05","Job Openings","180234.5",NA
"691","Chicago","2018-02-12","Job Openings","182661.5",NA
"692","Chicago","2018-02-19","Job Openings","183974.5",NA
"693","Chicago","2018-02-26","Job Openings","185040.75",NA
"694","Chicago","2018-03","Metro Median Base Pay",NA,"56501.666666666701"
"695","Chicago","2018-03-05","Job Openings","186610.25",NA
"696","Chicago","2018-03-12","Job Openings","187702.75",NA
"697","Chicago","2018-03-19","Job Openings","188869.25",NA
"698","Chicago","2018-03-26","Job Openings","190108.75",NA
"699","Chicago","2018-04","Metro Median Base Pay",NA,"56597.666666666701"
"700","Chicago","2018-04-02","Job Openings","189850",NA
"701","Chicago","2018-04-09","Job Openings","189508.75",NA
"702","Chicago","2018-04-16","Job Openings","189641",NA
"703","Chicago","2018-04-23","Job Openings","189641.25",NA
"704","Chicago","2018-04-30","Job Openings","190579.75",NA
"705","Chicago","2018-05","Metro Median Base Pay",NA,"56830.666666666701"
"706","Chicago","2018-05-07","Job Openings","194050.75",NA
"707","Chicago","2018-05-14","Job Openings","194956.75",NA
"708","Chicago","2018-05-21","Job Openings","195435.25",NA
"709","Chicago","2018-05-28","Job Openings","194659.25",NA
"710","Chicago","2018-06","Metro Median Base Pay",NA,"56970.333333333299"
"711","Chicago","2018-06-04","Job Openings","191334.5",NA
"712","Chicago","2018-06-11","Job Openings","189899.25",NA
"713","Chicago","2018-06-18","Job Openings","188782.25",NA
"714","Chicago","2018-06-25","Job Openings","188395.75",NA
"715","Chicago","2018-07","Metro Median Base Pay",NA,"57229.333333333299"
"716","Chicago","2018-07-02","Job Openings","187557.75",NA
"717","Chicago","2018-07-09","Job Openings","187117.75",NA
"718","Chicago","2018-07-16","Job Openings","187252.5",NA
"719","Chicago","2018-07-23","Job Openings","187555",NA
"720","Chicago","2018-07-30","Job Openings","188488.25",NA
"721","Chicago","2018-08","Metro Median Base Pay",NA,"57224"
"722","Chicago","2018-08-06","Job Openings","190168",NA
"723","Chicago","2018-08-13","Job Openings","192108",NA
"724","Chicago","2018-08-20","Job Openings","193776",NA
"725","Chicago","2018-08-27","Job Openings","195148.75",NA
"726","Chicago","2018-09","Metro Median Base Pay",NA,"57324.666666666701"
"727","Chicago","2018-09-03","Job Openings","195681",NA
"728","Chicago","2018-09-10","Job Openings","195739.5",NA
"729","Chicago","2018-09-17","Job Openings","195674.25",NA
"730","Chicago","2018-09-24","Job Openings","196601.75",NA
"731","Chicago","2018-10","Metro Median Base Pay",NA,"57398.333333333299"
"732","Chicago","2018-10-01","Job Openings","198791.25",NA
"733","Chicago","2018-10-08","Job Openings","199593.5",NA
"734","Chicago","2018-10-15","Job Openings","199790.25",NA
"735","Chicago","2018-10-22","Job Openings","198226.25",NA
"736","Chicago","2018-10-29","Job Openings","196289.25",NA
"737","Chicago","2018-11","Metro Median Base Pay",NA,"57636"
"738","Chicago","2018-11-05","Job Openings","194685",NA
"739","Chicago","2018-11-12","Job Openings","194143",NA
"740","Chicago","2018-11-19","Job Openings","194127.75",NA
"741","Chicago","2018-11-26","Job Openings","193025",NA
"742","Chicago","2018-12","Metro Median Base Pay",NA,"57716.666666666701"
"743","Chicago","2018-12-03","Job Openings","195198.5",NA
"744","Chicago","2018-12-10","Job Openings","195165.25",NA
"745","Chicago","2018-12-17","Job Openings","195841",NA
"746","Chicago","2018-12-24","Job Openings","195642.75",NA
"747","Chicago","2018-12-31","Job Openings","192440",NA
"748","Chicago","2019-01","Metro Median Base Pay",NA,"57651"
"749","Chicago","2019-01-07","Job Openings","193199.75",NA
"750","Chicago","2019-01-14","Job Openings","192787.5",NA
"751","Chicago","2019-01-21","Job Openings","193994.75",NA
"752","Chicago","2019-01-28","Job Openings","196968.5",NA
"753","Chicago","2019-02","Metro Median Base Pay",NA,"57490.666666666701"
"754","Chicago","2019-02-04","Job Openings","197481",NA
"755","Chicago","2019-02-11","Job Openings","198216.25",NA
"756","Chicago","2019-02-18","Job Openings","197876.5",NA
"757","Chicago","2019-02-25","Job Openings","196023.75",NA
"758","Chicago","2019-03","Metro Median Base Pay",NA,"57554"
"759","Chicago","2019-03-04","Job Openings","196028",NA
"760","Chicago","2019-03-11","Job Openings","196476.25",NA
"761","Chicago","2019-03-18","Job Openings","199113.75",NA
"762","Chicago","2019-03-25","Job Openings","201622",NA
"763","Chicago","2019-04","Metro Median Base Pay",NA,"57573.333333333299"
"764","Chicago","2019-04-01","Job Openings","202979",NA
"765","Chicago","2019-04-08","Job Openings","203631.5",NA
"766","Chicago","2019-04-15","Job Openings","203293.5",NA
"767","Chicago","2019-04-22","Job Openings","202977.75",NA
"768","Chicago","2019-04-29","Job Openings","202731.5",NA
"769","Chicago","2019-05","Metro Median Base Pay",NA,"57781.333333333299"
"770","Chicago","2019-05-06","Job Openings","202966",NA
"771","Chicago","2019-05-13","Job Openings","202239.25",NA
"772","Chicago","2019-05-20","Job Openings","202511",NA
"773","Chicago","2019-05-27","Job Openings","201087.75",NA
"774","Chicago","2019-06","Metro Median Base Pay",NA,"57936.666666666701"
"775","Chicago","2019-06-03","Job Openings","200012",NA
"776","Chicago","2019-06-10","Job Openings","199289.75",NA
"777","Chicago","2019-06-17","Job Openings","197299.5",NA
"778","Chicago","2019-06-24","Job Openings","195757.75",NA
"779","Chicago","2019-07","Metro Median Base Pay",NA,"58275.333333333299"
"780","Chicago","2019-07-01","Job Openings","195752.5",NA
"781","Chicago","2019-07-08","Job Openings","195794.25",NA
"782","Chicago","2019-07-15","Job Openings","197659.25",NA
"783","Chicago","2019-07-22","Job Openings","199946.5",NA
"784","Chicago","2019-07-29","Job Openings","201265",NA
"785","Chicago","2019-08","Metro Median Base Pay",NA,"58534.333333333299"
"786","Chicago","2019-08-05","Job Openings","202611",NA
"787","Chicago","2019-08-12","Job Openings","202950",NA
"788","Chicago","2019-08-19","Job Openings","203615.25",NA
"789","Chicago","2019-08-26","Job Openings","203585.75",NA
"790","Chicago","2019-09","Metro Median Base Pay",NA,"58786.333333333299"
"791","Chicago","2019-09-02","Job Openings","202403.5",NA
"792","Chicago","2019-09-09","Job Openings","201596.75",NA
"793","Chicago","2019-09-16","Job Openings","201435.5",NA
"794","Chicago","2019-09-23","Job Openings","202047",NA
"795","Chicago","2019-09-30","Job Openings","203868.75",NA
"796","Chicago","2019-10","Metro Median Base Pay",NA,"58857.666666666701"
"797","Chicago","2019-10-07","Job Openings","204393.25",NA
"798","Chicago","2019-10-14","Job Openings","202630.5",NA
"799","Houston","2014-03","Metro Median Base Pay",NA,"52492.333333333299"
"800","Houston","2014-04","Metro Median Base Pay",NA,"52478"
"801","Houston","2014-05","Metro Median Base Pay",NA,"52842"
"802","Houston","2014-06","Metro Median Base Pay",NA,"52847.666666666701"
"803","Houston","2014-07","Metro Median Base Pay",NA,"53256"
"804","Houston","2014-08","Metro Median Base Pay",NA,"52961.666666666701"
"805","Houston","2014-09","Metro Median Base Pay",NA,"52971"
"806","Houston","2014-10","Metro Median Base Pay",NA,"53157.333333333299"
"807","Houston","2014-11","Metro Median Base Pay",NA,"53351.666666666701"
"808","Houston","2014-12","Metro Median Base Pay",NA,"53490"
"809","Houston","2015-01","Metro Median Base Pay",NA,"53428.666666666701"
"810","Houston","2015-02","Metro Median Base Pay",NA,"53651"
"811","Houston","2015-03","Metro Median Base Pay",NA,"53801.333333333299"
"812","Houston","2015-04","Metro Median Base Pay",NA,"53713.333333333299"
"813","Houston","2015-05","Metro Median Base Pay",NA,"53545.333333333299"
"814","Houston","2015-06","Metro Median Base Pay",NA,"53432.666666666701"
"815","Houston","2015-07","Metro Median Base Pay",NA,"53401.333333333299"
"816","Houston","2015-08","Metro Median Base Pay",NA,"53619.333333333299"
"817","Houston","2015-09","Metro Median Base Pay",NA,"53875.666666666701"
"818","Houston","2015-10","Metro Median Base Pay",NA,"54116.666666666701"
"819","Houston","2015-11","Metro Median Base Pay",NA,"54137.333333333299"
"820","Houston","2015-12","Metro Median Base Pay",NA,"53925.666666666701"
"821","Houston","2016-01","Metro Median Base Pay",NA,"53842.333333333299"
"822","Houston","2016-01-04","Job Openings",NA,NA
"823","Houston","2016-01-11","Job Openings",NA,NA
"824","Houston","2016-01-18","Job Openings",NA,NA
"825","Houston","2016-01-25","Job Openings","90433",NA
"826","Houston","2016-02","Metro Median Base Pay",NA,"53902.333333333299"
"827","Houston","2016-02-01","Job Openings","90707.25",NA
"828","Houston","2016-02-08","Job Openings","90185.75",NA
"829","Houston","2016-02-15","Job Openings","90436.75",NA
"830","Houston","2016-02-22","Job Openings","89953.5",NA
"831","Houston","2016-02-29","Job Openings","89125.25",NA
"832","Houston","2016-03","Metro Median Base Pay",NA,"54306.666666666701"
"833","Houston","2016-03-07","Job Openings","89002.75",NA
"834","Houston","2016-03-14","Job Openings","89315.75",NA
"835","Houston","2016-03-21","Job Openings","90200",NA
"836","Houston","2016-03-28","Job Openings","89793.5",NA
"837","Houston","2016-04","Metro Median Base Pay",NA,"54408.333333333299"
"838","Houston","2016-04-04","Job Openings","88660",NA
"839","Houston","2016-04-11","Job Openings","86260.25",NA
"840","Houston","2016-04-18","Job Openings","84208.25",NA
"841","Houston","2016-04-25","Job Openings","83994",NA
"842","Houston","2016-05","Metro Median Base Pay",NA,"54583.333333333299"
"843","Houston","2016-05-02","Job Openings","83657.5",NA
"844","Houston","2016-05-09","Job Openings","83791.75",NA
"845","Houston","2016-05-16","Job Openings","83728.75",NA
"846","Houston","2016-05-23","Job Openings","82708.5",NA
"847","Houston","2016-05-30","Job Openings","82547.25",NA
"848","Houston","2016-06","Metro Median Base Pay",NA,"54534.666666666701"
"849","Houston","2016-06-06","Job Openings","82355",NA
"850","Houston","2016-06-13","Job Openings","81818.25",NA
"851","Houston","2016-06-20","Job Openings","81995",NA
"852","Houston","2016-06-27","Job Openings","82621.75",NA
"853","Houston","2016-07","Metro Median Base Pay",NA,"54736"
"854","Houston","2016-07-04","Job Openings","83497",NA
"855","Houston","2016-07-11","Job Openings","84638",NA
"856","Houston","2016-07-18","Job Openings","85391.25",NA
"857","Houston","2016-07-25","Job Openings","85507.5",NA
"858","Houston","2016-08","Metro Median Base Pay",NA,"54780"
"859","Houston","2016-08-01","Job Openings","85649.75",NA
"860","Houston","2016-08-08","Job Openings","85400.75",NA
"861","Houston","2016-08-15","Job Openings","85394.25",NA
"862","Houston","2016-08-22","Job Openings","85899.5",NA
"863","Houston","2016-08-29","Job Openings","86185.75",NA
"864","Houston","2016-09","Metro Median Base Pay",NA,"54852"
"865","Houston","2016-09-05","Job Openings","86470",NA
"866","Houston","2016-09-12","Job Openings","87013.25",NA
"867","Houston","2016-09-19","Job Openings","87382.5",NA
"868","Houston","2016-09-26","Job Openings","87912",NA
"869","Houston","2016-10","Metro Median Base Pay",NA,"54835.333333333299"
"870","Houston","2016-10-03","Job Openings","89039",NA
"871","Houston","2016-10-10","Job Openings","89505.25",NA
"872","Houston","2016-10-17","Job Openings","89749.75",NA
"873","Houston","2016-10-24","Job Openings","90001.5",NA
"874","Houston","2016-10-31","Job Openings","89346.75",NA
"875","Houston","2016-11","Metro Median Base Pay",NA,"54851.333333333299"
"876","Houston","2016-11-07","Job Openings","88538.75",NA
"877","Houston","2016-11-14","Job Openings","87433",NA
"878","Houston","2016-11-21","Job Openings","85517.25",NA
"879","Houston","2016-11-28","Job Openings","83852.75",NA
"880","Houston","2016-12","Metro Median Base Pay",NA,"55067"
"881","Houston","2016-12-05","Job Openings","82323.25",NA
"882","Houston","2016-12-12","Job Openings","80636.25",NA
"883","Houston","2016-12-19","Job Openings","78394",NA
"884","Houston","2016-12-26","Job Openings","76396",NA
"885","Houston","2017-01","Metro Median Base Pay",NA,"55093"
"886","Houston","2017-01-02","Job Openings","74661.5",NA
"887","Houston","2017-01-09","Job Openings","73549.25",NA
"888","Houston","2017-01-16","Job Openings","73895.75",NA
"889","Houston","2017-01-23","Job Openings","74515.25",NA
"890","Houston","2017-01-30","Job Openings","75149",NA
"891","Houston","2017-02","Metro Median Base Pay",NA,"55029.666666666701"
"892","Houston","2017-02-06","Job Openings","75820",NA
"893","Houston","2017-02-13","Job Openings","76425.5",NA
"894","Houston","2017-02-20","Job Openings","77547.75",NA
"895","Houston","2017-02-27","Job Openings","78852",NA
"896","Houston","2017-03","Metro Median Base Pay",NA,"54812.666666666701"
"897","Houston","2017-03-06","Job Openings","79659.5",NA
"898","Houston","2017-03-13","Job Openings","80586.5",NA
"899","Houston","2017-03-20","Job Openings","80865.5",NA
"900","Houston","2017-03-27","Job Openings","81220.75",NA
"901","Houston","2017-04","Metro Median Base Pay",NA,"54919.666666666701"
"902","Houston","2017-04-03","Job Openings","81729.75",NA
"903","Houston","2017-04-10","Job Openings","82741.5",NA
"904","Houston","2017-04-17","Job Openings","83729.5",NA
"905","Houston","2017-04-24","Job Openings","84310.75",NA
"906","Houston","2017-05","Metro Median Base Pay",NA,"55008.666666666701"
"907","Houston","2017-05-01","Job Openings","84939.25",NA
"908","Houston","2017-05-08","Job Openings","84893.75",NA
"909","Houston","2017-05-15","Job Openings","85073",NA
"910","Houston","2017-05-22","Job Openings","85390",NA
"911","Houston","2017-05-29","Job Openings","85535.5",NA
"912","Houston","2017-06","Metro Median Base Pay",NA,"54900.666666666701"
"913","Houston","2017-06-05","Job Openings","85805.25",NA
"914","Houston","2017-06-12","Job Openings","86015.75",NA
"915","Houston","2017-06-19","Job Openings","86575",NA
"916","Houston","2017-06-26","Job Openings","87298.25",NA
"917","Houston","2017-07","Metro Median Base Pay",NA,"54893.333333333299"
"918","Houston","2017-07-03","Job Openings","87701",NA
"919","Houston","2017-07-10","Job Openings","87813.75",NA
"920","Houston","2017-07-17","Job Openings","87559.75",NA
"921","Houston","2017-07-24","Job Openings","87629.25",NA
"922","Houston","2017-07-31","Job Openings","88162",NA
"923","Houston","2017-08","Metro Median Base Pay",NA,"54795"
"924","Houston","2017-08-07","Job Openings","88787.25",NA
